iter	Passed	Remaining
643	1186	655
644	1187	653
645	1189	651
646	1190	649
647	1191	647
648	1192	645
649	1194	643
650	1195	641
651	1197	638
652	1198	636
653	1199	634
654	1201	632
655	1202	630
656	1203	628
657	1205	626
658	1206	624
659	1207	622
660	1208	620
661	1210	617
662	1211	615
663	1212	613
664	1214	611
665	1215	609
666	1217	607
667	1218	605
668	1219	603
669	1221	601
670	1222	599
671	1223	597
672	1225	595
673	1226	593
674	1227	591
675	1229	589
676	1230	587
677	1231	585
678	1233	583
679	1234	580
680	1235	578
681	1237	576
682	1238	574
683	1239	572
684	1241	570
685	1242	568
686	1243	566
687	1246	565
688	1247	563
689	1248	561
690	1250	559
691	1251	556
692	1252	554
693	1253	552
694	1255	550
695	1256	548
696	1258	546
697	1259	544
698	1260	542
699	1261	540
700	1263	538
701	1264	536
702	1266	534
703	1267	532
704	1268	530
705	1269	528
706	1270	526
707	1272	524
708	1273	522
709	1275	520
710	1276	518
711	1277	516
712	1279	514
713	1280	512
714	1281	510
715	1282	508
716	1284	506
717	1285	504
718	1287	502
719	1288	501
720	1289	499
721	1291	497
722	1292	495
723	1294	493
724	1295	491
725	1296	489
726	1298	487
727	1299	485
728	1300	483
729	1302	481
730	1303	479
731	1304	477
732	1306	475
733	1307	473
734	1308	471
735	1310	469
736	1311	468
737	1312	466
738	1314	464
739	1315	462
740	1317	460
741	1318	458
742	1320	456
743	1321	454
744	1322	452
745	1324	450
746	1325	448
747	1327	447
748	1328	445
749	1329	443
750	1330	441
751	1332	439
752	1333	437
753	1335	435
754	1336	433
755	1337	431
756	1339	429
757	1340	428
758	1341	426
759	1343	424
760	1344	422
761	1346	420
762	1347	418
763	1348	416
764	1350	414
765	1351	412
766	1352	410
767	1354	409
768	1355	407
769	1356	405
770	1358	403
771	1359	401
772	1360	399
773	1362	397
774	1363	395
775	1364	394
776	1366	392
777	1367	390
778	1369	388
779	1370	386
780	1371	384
781	1373	382
782	1374	380
783	1375	379
784	1377	377
785	1378	375
786	1379	373
787	1381	371
788	1382	369
789	1384	367
790	1385	366
791	1386	364
792	1388	362
793	1389	360
794	1390	358
795	1392	356
796	1393	354
797	1394	353
798	1396	351
799	1397	349
800	1398	347
801	1400	345
802	1401	343
803	1402	342
804	1404	340
805	1405	338
806	1406	336
807	1408	334
808	1409	332
809	1410	330
810	1412	329
811	1413	327
812	1415	325
813	1416	323
814	1417	321
815	1419	320
816	1420	318
817	1421	316
818	1422	314
819	1424	312
820	1425	310
821	1426	308
822	1428	307
823	1429	305
824	1430	303
825	1432	301
826	1433	299
827	1434	298
828	1436	296
829	1437	294
830	1438	292
831	1439	290
832	1441	288
833	1442	287
834	1444	285
835	1445	283
836	1446	281
837	1447	279
838	1449	278
839	1450	276
840	1451	274
841	1453	272
842	1454	270
843	1455	269
844	1457	267
845	1458	265
846	1459	263
847	1460	261
848	1462	260
849	1463	258
850	1465	256
851	1466	254
852	1467	252
853	1469	251
854	1470	249
855	1472	247
856	1474	245
857	1475	244
858	1476	242
859	1478	240
860	1479	238
861	1481	237
862	1483	235
863	1484	233
864	1486	231
865	1488	230
866	1490	228
867	1492	227
868	1494	225
869	1496	223
870	1498	221
871	1500	220
872	1501	218
873	1503	216
874	1504	214
875	1506	213
876	1508	211
877	1509	209
878	1511	208
879	1512	206
880	1513	204
881	1515	202
882	1516	200
883	1518	199
884	1520	197
885	1521	195
886	1523	194
887	1525	192
888	1527	190
889	1528	188
890	1530	187
891	1532	185
892	1534	183
893	1536	182
894	1538	180
895	1539	178
896	1541	177
897	1543	175
898	1544	173
899	1546	171
900	1547	170
901	1548	168
902	1550	166
903	1551	164
904	1552	163
905	1554	161
906	1555	159
907	1557	157
908	1558	156
909	1560	154
910	1561	152
911	1563	150
912	1564	149
913	1565	147
914	1567	145
915	1569	143
916	1570	142
917	1572	140
918	1573	138
919	1574	136
920	1576	135
921	1577	133
922	1579	131
923	1581	130
924	1582	128
925	1584	126
926	1585	124
927	1587	123
928	1589	121
929	1591	119
930	1592	118
931	1594	116
932	1596	114
933	1598	112
934	1599	111
935	1600	109
936	1602	107
937	1604	106
938	1606	104
939	1607	102
940	1608	100
941	1610	99
942	1611	97
943	1612	95
944	1614	93
945	1615	92
946	1617	90
947	1618	88
948	1620	87
949	1622	85
950	1623	83
951	1625	81
952	1626	80
953	1628	78
954	1629	76
955	1631	75
956	1633	73
957	1634	71
958	1637	70
959	1639	68
960	1642	66
961	1643	64
962	1645	63
963	1646	61
964	1648	59
965	1649	58
966	1651	56
967	1652	54
968	1654	52
969	1655	51
970	1657	49
971	1658	47
972	1660	46
973	1661	44
974	1663	42
975	1665	40
976	1666	39
977	1667	37
978	1669	35
979	1670	34
980	1672	32
981	1673	30
982	1674	28
983	1676	27
984	1678	25
985	1679	23
986	1681	22
987	1682	20
988	1684	18
989	1686	17
990	1687	15
991	1689	13
992	1690	11
993	1692	10
994	1693	8
995	1695	6
996	1697	5
997	1699	3
998	1700	1
999	1701	0
